Timestamp,Human readable date,a020a61c376d_borda,context_a020a61c376d_borda,a020a61c376d_externa,context_a020a61c376d_externa,a020a61c376d_fundo,context_a020a61c376d_fundo
1640373905530,2021-12-24 16:25:05,28.75,{},28.5,{},85.0,{}
1640373721923,2021-12-24 16:22:01,28.75,{},28.5,{},85.0,{}
1640373538454,2021-12-24 16:18:58,28.75,{},28.5,{},85.0,{}
1640373352717,2021-12-24 16:15:52,28.75,{},28.5,{},85.0,{}
1640373169008,2021-12-24 16:12:49,28.75,{},28.5,{},85.0,{}
1640372985356,2021-12-24 16:09:45,28.5,{},28.75,{},85.0,{}
1640372801729,2021-12-24 16:06:41,28.5,{},28.75,{},85.0,{}
1640372618362,2021-12-24 16:03:38,28.75,{},29.0,{},85.0,{}
1640372434755,2021-12-24 16:00:34,28.5,{},29.0,{},85.0,{}
1640372248817,2021-12-24 15:57:28,28.5,{},29.0,{},85.0,{}
1640372065257,2021-12-24 15:54:25,28.75,{},29.0,{},85.0,{}
1640371881523,2021-12-24 15:51:21,28.75,{},29.25,{},85.0,{}
1640371698126,2021-12-24 15:48:18,28.75,{},29.25,{},-127.0,{}
1640371512335,2021-12-24 15:45:12,28.5,{},29.25,{},85.0,{}
1640371328897,2021-12-24 15:42:08,28.5,{},29.25,{},29.0,{}
1640371143349,2021-12-24 15:39:03,28.5,{},29.5,{},28.5,{}
1640370959737,2021-12-24 15:35:59,28.25,{},29.25,{},29.0,{}
1640370776259,2021-12-24 15:32:56,28.25,{},29.25,{},29.25,{}
1640370592751,2021-12-24 15:29:52,28.25,{},29.0,{},28.5,{}
1640370409105,2021-12-24 15:26:49,28.25,{},29.0,{},85.0,{}
1640370218518,2021-12-24 15:23:38,28.25,{},28.75,{},28.5,{}
1640370015348,2021-12-24 15:20:15,28.25,{},29.0,{},28.5,{}
1640369831452,2021-12-24 15:17:11,28.25,{},29.0,{},28.5,{}
1640369647763,2021-12-24 15:14:07,28.25,{},29.0,{},28.5,{}
1640369464079,2021-12-24 15:11:04,28.25,{},29.0,{},28.5,{}
1640369280725,2021-12-24 15:08:00,28.25,{},29.0,{},28.5,{}
1640369097041,2021-12-24 15:04:57,28.25,{},28.75,{},29.0,{}
1640368913477,2021-12-24 15:01:53,28.25,{},28.75,{},28.75,{}
1640368727360,2021-12-24 14:58:47,28.25,{},28.75,{},85.0,{}
1640368543532,2021-12-24 14:55:43,28.25,{},28.75,{},85.0,{}
1640368354878,2021-12-24 14:52:34,28.25,{},29.0,{},85.0,{}
1640368140553,2021-12-24 14:49:00,28.25,{},28.75,{},28.5,{}
1640367956641,2021-12-24 14:45:56,28.25,{},28.75,{},28.5,{}
1640367772902,2021-12-24 14:42:52,28.25,{},28.75,{},28.5,{}
1640367588997,2021-12-24 14:39:48,28.25,{},29.0,{},28.5,{}
1640367403084,2021-12-24 14:36:43,28.25,{},29.0,{},28.5,{}
1640367219451,2021-12-24 14:33:39,28.25,{},28.75,{},28.5,{}
1640367035443,2021-12-24 14:30:35,28.25,{},28.75,{},28.5,{}
1640366851738,2021-12-24 14:27:31,28.25,{},28.5,{},28.5,{}
1640366668066,2021-12-24 14:24:28,28.25,{},28.5,{},28.5,{}
1640366482555,2021-12-24 14:21:22,28.25,{},28.5,{},28.5,{}
1640366296392,2021-12-24 14:18:16,28.25,{},28.75,{},28.5,{}
1640366112574,2021-12-24 14:15:12,28.5,{},28.75,{},28.5,{}
1640365928928,2021-12-24 14:12:08,28.25,{},28.5,{},28.5,{}
1640365745297,2021-12-24 14:09:05,28.25,{},28.75,{},28.5,{}
1640365561484,2021-12-24 14:06:01,28.25,{},29.0,{},28.5,{}
1640365375803,2021-12-24 14:02:55,28.25,{},29.0,{},28.5,{}
1640365190017,2021-12-24 13:59:50,28.25,{},28.75,{},28.5,{}
1640365006559,2021-12-24 13:56:46,28.0,{},28.5,{},28.5,{}
1640364822993,2021-12-24 13:53:42,28.0,{},28.5,{},28.5,{}
1640364639648,2021-12-24 13:50:39,28.0,{},28.25,{},85.0,{}
1640364456144,2021-12-24 13:47:36,28.0,{},28.5,{},28.25,{}
1640364272596,2021-12-24 13:44:32,27.75,{},28.5,{},28.25,{}
1640364076657,2021-12-24 13:41:16,27.75,{},28.5,{},28.0,{}
1640363890757,2021-12-24 13:38:10,27.75,{},28.25,{},27.75,{}
1640363706793,2021-12-24 13:35:06,27.75,{},28.5,{},27.75,{}
1640363522843,2021-12-24 13:32:02,27.75,{},28.25,{},27.75,{}
1640363331176,2021-12-24 13:28:51,27.75,{},28.25,{},27.75,{}
1640363147760,2021-12-24 13:25:47,27.75,{},28.5,{},85.0,{}
1640362952926,2021-12-24 13:22:32,27.5,{},28.0,{},27.75,{}
1640362767209,2021-12-24 13:19:27,27.75,{},28.0,{},27.75,{}
1640362583747,2021-12-24 13:16:23,27.5,{},28.25,{},27.75,{}
1640362400164,2021-12-24 13:13:20,27.5,{},28.25,{},27.75,{}
1640362216756,2021-12-24 13:10:16,27.75,{},28.25,{},27.75,{}
1640362033190,2021-12-24 13:07:13,27.5,{},28.25,{},27.75,{}
1640361849433,2021-12-24 13:04:09,27.5,{},28.25,{},27.75,{}
1640361663064,2021-12-24 13:01:03,27.5,{},28.0,{},27.75,{}
1640361479636,2021-12-24 12:57:59,27.5,{},28.0,{},27.75,{}
1640361295815,2021-12-24 12:54:55,27.5,{},28.0,{},27.75,{}
1640361112235,2021-12-24 12:51:52,27.5,{},28.0,{},27.75,{}
1640360928569,2021-12-24 12:48:48,27.5,{},28.0,{},27.75,{}
1640360745074,2021-12-24 12:45:45,27.5,{},28.0,{},27.75,{}
1640360559176,2021-12-24 12:42:39,27.5,{},28.25,{},27.75,{}
1640360375681,2021-12-24 12:39:35,27.5,{},27.75,{},27.75,{}
1640360192198,2021-12-24 12:36:32,27.5,{},28.0,{},27.75,{}
1640360008741,2021-12-24 12:33:28,27.5,{},28.0,{},27.75,{}
1640359825162,2021-12-24 12:30:25,27.5,{},28.0,{},27.75,{}
1640359641778,2021-12-24 12:27:21,27.5,{},28.0,{},27.75,{}
1640359455655,2021-12-24 12:24:15,27.5,{},28.0,{},27.75,{}
1640359272135,2021-12-24 12:21:12,27.5,{},27.75,{},27.75,{}
1640359088446,2021-12-24 12:18:08,27.5,{},27.75,{},28.0,{}
1640358904897,2021-12-24 12:15:04,27.5,{},27.5,{},28.0,{}
1640358720982,2021-12-24 12:12:00,27.5,{},28.0,{},28.0,{}
1640358537223,2021-12-24 12:08:57,27.5,{},27.25,{},28.0,{}
1640358353657,2021-12-24 12:05:53,27.5,{},27.0,{},28.0,{}
1640358167574,2021-12-24 12:02:47,27.5,{},27.0,{},27.75,{}
1640357983980,2021-12-24 11:59:43,27.5,{},27.25,{},27.75,{}
1640357781908,2021-12-24 11:56:21,27.5,{},26.75,{},27.75,{}
1640357598251,2021-12-24 11:53:18,27.5,{},26.75,{},27.75,{}
1640357393429,2021-12-24 11:49:53,27.5,{},26.75,{},27.75,{}
1640357209933,2021-12-24 11:46:49,27.5,{},26.75,{},27.75,{}
1640357024217,2021-12-24 11:43:44,27.5,{},26.75,{},27.75,{}
1640356840625,2021-12-24 11:40:40,27.5,{},26.75,{},27.75,{}
1640356657115,2021-12-24 11:37:37,27.5,{},26.5,{},27.75,{}
1640356473743,2021-12-24 11:34:33,27.5,{},26.75,{},27.75,{}
1640356290133,2021-12-24 11:31:30,27.5,{},26.5,{},27.75,{}
1640356106466,2021-12-24 11:28:26,27.5,{},26.5,{},27.75,{}
1640355669007,2021-12-24 11:21:09,27.5,{},26.5,{},27.75,{}
1640355462045,2021-12-24 11:17:42,27.5,{},26.25,{},27.75,{}
1640355278472,2021-12-24 11:14:38,27.5,{},26.0,{},27.75,{}
1640355094585,2021-12-24 11:11:34,27.5,{},26.0,{},27.75,{}
1640354910321,2021-12-24 11:08:30,27.5,{},26.0,{},27.75,{}
1640354726742,2021-12-24 11:05:26,27.5,{},26.0,{},27.75,{}
1640354540955,2021-12-24 11:02:20,27.5,{},26.0,{},27.75,{}
1640354357293,2021-12-24 10:59:17,27.5,{},25.75,{},27.75,{}
1640354173666,2021-12-24 10:56:13,27.5,{},25.75,{},27.75,{}
1640353990067,2021-12-24 10:53:10,27.5,{},25.75,{},27.75,{}
1640353806341,2021-12-24 10:50:06,27.5,{},25.5,{},27.75,{}
1640353622639,2021-12-24 10:47:02,27.5,{},25.5,{},27.75,{}
1640353436769,2021-12-24 10:43:56,27.5,{},25.5,{},27.75,{}
1640353253154,2021-12-24 10:40:53,27.5,{},25.25,{},27.75,{}
1640353069387,2021-12-24 10:37:49,27.5,{},25.25,{},27.75,{}
1640352885915,2021-12-24 10:34:45,27.5,{},25.25,{},27.75,{}
1640352702370,2021-12-24 10:31:42,27.5,{},25.0,{},27.75,{}
1640352518540,2021-12-24 10:28:38,27.5,{},25.0,{},27.75,{}
1640352332407,2021-12-24 10:25:32,27.5,{},24.75,{},27.75,{}
1640352148720,2021-12-24 10:22:28,27.5,{},24.75,{},27.75,{}
1640351965384,2021-12-24 10:19:25,27.5,{},24.5,{},27.75,{}
1640351781731,2021-12-24 10:16:21,27.25,{},24.5,{},27.75,{}
1640351597912,2021-12-24 10:13:17,27.25,{},24.25,{},27.75,{}
1640351414190,2021-12-24 10:10:14,27.25,{},24.25,{},27.75,{}
1640351227289,2021-12-24 10:07:07,27.25,{},24.25,{},27.75,{}
1640351043653,2021-12-24 10:04:03,27.5,{},24.0,{},27.75,{}
1640350859989,2021-12-24 10:00:59,27.5,{},24.0,{},27.75,{}
1640350676568,2021-12-24 09:57:56,27.5,{},24.0,{},27.75,{}
1640350492982,2021-12-24 09:54:52,27.75,{},24.0,{},27.75,{}
1640350309138,2021-12-24 09:51:49,27.25,{},23.75,{},27.75,{}
1640350122454,2021-12-24 09:48:42,27.25,{},23.75,{},27.75,{}
1640349938380,2021-12-24 09:45:38,27.25,{},23.25,{},27.75,{}
1640349754820,2021-12-24 09:42:34,27.25,{},23.25,{},27.75,{}
1640349571363,2021-12-24 09:39:31,27.25,{},23.25,{},27.75,{}
1640349387596,2021-12-24 09:36:27,27.25,{},23.25,{},27.75,{}
1640349204221,2021-12-24 09:33:24,27.25,{},23.25,{},27.75,{}
1640349018292,2021-12-24 09:30:18,27.25,{},23.25,{},27.75,{}
1640348834833,2021-12-24 09:27:14,27.25,{},23.25,{},27.75,{}
1640348651402,2021-12-24 09:24:11,27.25,{},23.25,{},27.75,{}
1640348467644,2021-12-24 09:21:07,27.25,{},23.25,{},27.75,{}
1640348284047,2021-12-24 09:18:04,27.25,{},23.25,{},27.75,{}
1640348100588,2021-12-24 09:15:00,27.25,{},23.0,{},27.75,{}
1640347914751,2021-12-24 09:11:54,27.25,{},23.0,{},27.75,{}
1640347731140,2021-12-24 09:08:51,27.25,{},22.75,{},27.75,{}
1640347547372,2021-12-24 09:05:47,27.25,{},22.75,{},27.75,{}
1640347363785,2021-12-24 09:02:43,27.25,{},22.75,{},27.75,{}
1640347180087,2021-12-24 08:59:40,27.25,{},22.5,{},27.75,{}
1640346995747,2021-12-24 08:56:35,27.25,{},22.5,{},27.75,{}
1640346812079,2021-12-24 08:53:32,27.25,{},22.25,{},27.75,{}
1640346626499,2021-12-24 08:50:26,27.25,{},22.25,{},27.75,{}
1640346443117,2021-12-24 08:47:23,27.25,{},22.25,{},27.75,{}
1640346259754,2021-12-24 08:44:19,27.25,{},22.0,{},27.75,{}
1640346076394,2021-12-24 08:41:16,27.25,{},22.0,{},27.75,{}
1640345892894,2021-12-24 08:38:12,27.25,{},22.0,{},27.75,{}
1640345709169,2021-12-24 08:35:09,27.25,{},21.75,{},27.75,{}
1640345522584,2021-12-24 08:32:02,27.25,{},21.75,{},27.75,{}
1640345339030,2021-12-24 08:28:59,27.25,{},21.75,{},27.75,{}
1640345155698,2021-12-24 08:25:55,27.25,{},21.5,{},27.75,{}
1640344972331,2021-12-24 08:22:52,27.25,{},21.5,{},27.75,{}
1640344788638,2021-12-24 08:19:48,27.25,{},21.5,{},27.75,{}
1640344605175,2021-12-24 08:16:45,27.0,{},21.25,{},27.75,{}
1640344418894,2021-12-24 08:13:38,27.0,{},21.25,{},27.75,{}
1640344235176,2021-12-24 08:10:35,27.0,{},21.25,{},27.75,{}
1640344050477,2021-12-24 08:07:30,27.25,{},21.0,{},27.75,{}
1640343860196,2021-12-24 08:04:20,27.25,{},21.0,{},27.75,{}
1640343673174,2021-12-24 08:01:13,27.25,{},20.75,{},27.75,{}
1640343489538,2021-12-24 07:58:09,27.25,{},20.75,{},27.75,{}
1640343303816,2021-12-24 07:55:03,27.25,{},20.5,{},27.75,{}
1640343119958,2021-12-24 07:51:59,27.25,{},20.5,{},27.75,{}
1640342936138,2021-12-24 07:48:56,27.25,{},20.5,{},27.75,{}
1640342752568,2021-12-24 07:45:52,27.25,{},20.25,{},27.75,{}
1640342568900,2021-12-24 07:42:48,27.25,{},20.0,{},27.75,{}
1640342385125,2021-12-24 07:39:45,27.25,{},20.0,{},27.75,{}
1640342201533,2021-12-24 07:36:41,27.25,{},20.0,{},27.75,{}
1640342015725,2021-12-24 07:33:35,27.5,{},20.0,{},27.75,{}
1640341832114,2021-12-24 07:30:32,27.5,{},20.0,{},27.75,{}
1640341648301,2021-12-24 07:27:28,27.5,{},19.75,{},27.75,{}
1640341464517,2021-12-24 07:24:24,27.25,{},19.75,{},27.75,{}
1640341280924,2021-12-24 07:21:20,27.0,{},19.5,{},27.75,{}
1640341097471,2021-12-24 07:18:17,27.0,{},19.5,{},27.75,{}
1640340913796,2021-12-24 07:15:13,27.0,{},19.5,{},27.75,{}
1640340727652,2021-12-24 07:12:07,27.0,{},19.25,{},27.75,{}
1640340543744,2021-12-24 07:09:03,27.0,{},19.25,{},27.75,{}
1640340360287,2021-12-24 07:06:00,27.25,{},19.0,{},27.75,{}
1640340176206,2021-12-24 07:02:56,27.0,{},19.0,{},27.75,{}
1640339992690,2021-12-24 06:59:52,27.25,{},19.0,{},27.75,{}
1640339809121,2021-12-24 06:56:49,27.25,{},19.0,{},27.75,{}
1640339625361,2021-12-24 06:53:45,27.25,{},19.0,{},27.75,{}
1640339438690,2021-12-24 06:50:38,27.25,{},18.75,{},27.75,{}
1640339255040,2021-12-24 06:47:35,27.0,{},18.5,{},27.75,{}
1640339069430,2021-12-24 06:44:29,27.25,{},18.5,{},27.75,{}
1640338885833,2021-12-24 06:41:25,27.25,{},18.5,{},27.75,{}
1640338702365,2021-12-24 06:38:22,27.25,{},18.25,{},27.75,{}
1640338517020,2021-12-24 06:35:17,27.25,{},18.25,{},27.75,{}
1640337289836,2021-12-24 06:14:49,27.25,{},18.25,{},27.75,{}
1640337106501,2021-12-24 06:11:46,27.5,{},18.0,{},27.75,{}
1640336922976,2021-12-24 06:08:42,27.5,{},18.0,{},27.75,{}
1640336739254,2021-12-24 06:05:39,27.5,{},18.0,{},27.75,{}
1640336555812,2021-12-24 06:02:35,27.25,{},18.0,{},27.75,{}
1640336372299,2021-12-24 05:59:32,27.25,{},17.75,{},27.75,{}
1640336188500,2021-12-24 05:56:28,27.0,{},17.75,{},27.75,{}
1640336002659,2021-12-24 05:53:22,27.25,{},17.75,{},27.75,{}
1640335819035,2021-12-24 05:50:19,27.25,{},17.5,{},27.75,{}
1640335635412,2021-12-24 05:47:15,27.25,{},17.5,{},27.75,{}
1640335451826,2021-12-24 05:44:11,27.25,{},17.5,{},27.75,{}
1640335268258,2021-12-24 05:41:08,27.25,{},17.25,{},27.75,{}
1640335084535,2021-12-24 05:38:04,27.0,{},17.5,{},27.75,{}
1640334900883,2021-12-24 05:35:00,27.25,{},17.75,{},27.75,{}
1640334715179,2021-12-24 05:31:55,27.25,{},17.75,{},27.75,{}
1640334531431,2021-12-24 05:28:51,27.25,{},17.5,{},27.75,{}
1640334347913,2021-12-24 05:25:47,27.25,{},17.5,{},27.75,{}
1640334164260,2021-12-24 05:22:44,27.25,{},17.75,{},27.75,{}
1640333980752,2021-12-24 05:19:40,27.25,{},17.75,{},27.75,{}
1640333797110,2021-12-24 05:16:37,27.25,{},17.5,{},27.75,{}
1640333613477,2021-12-24 05:13:33,27.25,{},17.5,{},27.75,{}
1640333427684,2021-12-24 05:10:27,27.25,{},17.5,{},27.75,{}
1640333243923,2021-12-24 05:07:23,27.25,{},17.5,{},27.75,{}
1640333060349,2021-12-24 05:04:20,27.25,{},17.5,{},28.0,{}
1640332876845,2021-12-24 05:01:16,27.25,{},17.5,{},27.75,{}
1640332693527,2021-12-24 04:58:13,27.25,{},17.75,{},27.75,{}
1640332510065,2021-12-24 04:55:10,27.25,{},17.75,{},27.75,{}
1640332326476,2021-12-24 04:52:06,27.25,{},18.0,{},27.75,{}
1640332140429,2021-12-24 04:49:00,27.25,{},18.0,{},27.75,{}
1640331956916,2021-12-24 04:45:56,27.25,{},18.0,{},27.75,{}
1640331773236,2021-12-24 04:42:53,27.25,{},17.75,{},27.75,{}
1640331589812,2021-12-24 04:39:49,27.25,{},18.0,{},28.0,{}
1640331406311,2021-12-24 04:36:46,27.25,{},18.0,{},28.0,{}
1640331222708,2021-12-24 04:33:42,27.5,{},18.0,{},28.0,{}
1640331039075,2021-12-24 04:30:39,27.25,{},18.0,{},28.0,{}
1640330853288,2021-12-24 04:27:33,27.25,{},18.0,{},28.0,{}
1640330669482,2021-12-24 04:24:29,27.25,{},18.0,{},28.0,{}
1640330485701,2021-12-24 04:21:25,27.5,{},18.0,{},28.0,{}
1640330302053,2021-12-24 04:18:22,27.5,{},18.0,{},28.0,{}
1640330118555,2021-12-24 04:15:18,27.25,{},18.25,{},28.0,{}
1640329935053,2021-12-24 04:12:15,27.5,{},18.25,{},28.0,{}
1640329751459,2021-12-24 04:09:11,27.5,{},18.25,{},28.0,{}
1640329565672,2021-12-24 04:06:05,27.5,{},18.25,{},28.0,{}
1640329382261,2021-12-24 04:03:02,27.25,{},18.25,{},28.0,{}
1640329198843,2021-12-24 03:59:58,27.25,{},18.5,{},28.0,{}
1640329015223,2021-12-24 03:56:55,27.5,{},18.25,{},28.0,{}
1640328831697,2021-12-24 03:53:51,27.5,{},18.25,{},28.0,{}
1640328648189,2021-12-24 03:50:48,27.25,{},18.25,{},28.0,{}
1640328464774,2021-12-24 03:47:44,27.5,{},18.5,{},28.0,{}
1640328279020,2021-12-24 03:44:39,27.5,{},18.25,{},28.0,{}
1640328095315,2021-12-24 03:41:35,27.5,{},18.25,{},28.0,{}
1640327911940,2021-12-24 03:38:31,27.5,{},18.25,{},28.0,{}
1640327728319,2021-12-24 03:35:28,27.5,{},18.5,{},28.0,{}
1640327544572,2021-12-24 03:32:24,27.5,{},18.5,{},28.0,{}
1640327361010,2021-12-24 03:29:21,27.5,{},18.5,{},28.0,{}
1640327175190,2021-12-24 03:26:15,27.5,{},18.75,{},28.0,{}
1640326991544,2021-12-24 03:23:11,27.5,{},18.75,{},28.0,{}
1640326807870,2021-12-24 03:20:07,27.5,{},18.5,{},28.0,{}
1640326624377,2021-12-24 03:17:04,27.5,{},18.75,{},28.0,{}
1640326440785,2021-12-24 03:14:00,27.5,{},18.75,{},28.0,{}
1640326257197,2021-12-24 03:10:57,27.5,{},18.75,{},28.0,{}
1640326073505,2021-12-24 03:07:53,27.5,{},18.75,{},28.0,{}
1640325887617,2021-12-24 03:04:47,27.75,{},18.75,{},28.0,{}
1640325703961,2021-12-24 03:01:43,27.5,{},18.75,{},28.0,{}
1640325520160,2021-12-24 02:58:40,27.5,{},18.75,{},28.0,{}
1640325336535,2021-12-24 02:55:36,27.5,{},19.0,{},28.0,{}
1640325153010,2021-12-24 02:52:33,27.5,{},19.0,{},28.0,{}
1640324969539,2021-12-24 02:49:29,27.5,{},19.0,{},28.0,{}
1640324786104,2021-12-24 02:46:26,27.5,{},19.0,{},28.0,{}
1640324599311,2021-12-24 02:43:19,27.5,{},19.0,{},28.0,{}
1640324415804,2021-12-24 02:40:15,27.5,{},19.0,{},28.0,{}
1640324232317,2021-12-24 02:37:12,27.5,{},19.0,{},28.0,{}
1640324048828,2021-12-24 02:34:08,27.5,{},19.0,{},28.0,{}
1640323865037,2021-12-24 02:31:05,27.5,{},19.0,{},28.0,{}
1640323681188,2021-12-24 02:28:01,27.5,{},19.25,{},28.0,{}
1640323497564,2021-12-24 02:24:57,27.5,{},19.25,{},28.0,{}
1640323311798,2021-12-24 02:21:51,27.5,{},19.25,{},28.0,{}
1640323128339,2021-12-24 02:18:48,27.5,{},19.25,{},28.0,{}
1640322944755,2021-12-24 02:15:44,27.5,{},19.25,{},28.0,{}
1640322761145,2021-12-24 02:12:41,27.75,{},19.25,{},28.0,{}
1640322577616,2021-12-24 02:09:37,27.75,{},19.5,{},28.25,{}
1640322394093,2021-12-24 02:06:34,27.75,{},19.5,{},28.0,{}
1640322210589,2021-12-24 02:03:30,27.5,{},19.5,{},28.25,{}
1640322024505,2021-12-24 02:00:24,27.75,{},19.5,{},28.25,{}
1640321840934,2021-12-24 01:57:20,27.5,{},19.5,{},28.25,{}
1640321657408,2021-12-24 01:54:17,27.5,{},19.75,{},28.0,{}
1640321473836,2021-12-24 01:51:13,27.75,{},19.75,{},28.0,{}
1640321290327,2021-12-24 01:48:10,27.75,{},19.5,{},28.25,{}
1640321106827,2021-12-24 01:45:06,27.5,{},19.5,{},28.25,{}
1640320923214,2021-12-24 01:42:03,27.75,{},19.5,{},28.0,{}
1640320736334,2021-12-24 01:38:56,27.75,{},19.75,{},28.25,{}
1640320552843,2021-12-24 01:35:52,27.75,{},19.75,{},28.25,{}
1640320369269,2021-12-24 01:32:49,27.75,{},19.75,{},28.25,{}
1640320185819,2021-12-24 01:29:45,27.75,{},19.5,{},28.25,{}
1640320002328,2021-12-24 01:26:42,27.75,{},19.75,{},28.25,{}
1640319818742,2021-12-24 01:23:38,27.75,{},19.75,{},28.25,{}
1640319635402,2021-12-24 01:20:35,27.75,{},19.75,{},28.25,{}
1640319449674,2021-12-24 01:17:29,27.75,{},19.75,{},28.25,{}
1640319266082,2021-12-24 01:14:26,27.75,{},19.75,{},28.25,{}
1640319082585,2021-12-24 01:11:22,27.75,{},19.75,{},28.25,{}
1640318899047,2021-12-24 01:08:19,27.75,{},19.75,{},28.25,{}
1640318715604,2021-12-24 01:05:15,27.75,{},19.75,{},28.25,{}
1640318532189,2021-12-24 01:02:12,27.75,{},20.0,{},28.25,{}
1640318348754,2021-12-24 00:59:08,27.75,{},20.0,{},28.25,{}
1640318162002,2021-12-24 00:56:02,27.75,{},20.0,{},28.25,{}
1640317978474,2021-12-24 00:52:58,27.75,{},20.0,{},28.25,{}
1640317794772,2021-12-24 00:49:54,27.75,{},20.0,{},28.25,{}
1640317611193,2021-12-24 00:46:51,27.75,{},20.25,{},28.25,{}
1640317427501,2021-12-24 00:43:47,27.75,{},20.0,{},28.25,{}
1640317243892,2021-12-24 00:40:43,27.75,{},20.0,{},28.25,{}
1640317060499,2021-12-24 00:37:40,27.75,{},20.0,{},28.25,{}
1640316874636,2021-12-24 00:34:34,27.75,{},20.25,{},28.25,{}
1640316691045,2021-12-24 00:31:31,27.75,{},20.25,{},28.25,{}
1640316507497,2021-12-24 00:28:27,27.75,{},20.25,{},28.25,{}
1640316323854,2021-12-24 00:25:23,27.75,{},20.5,{},28.25,{}
1640316140152,2021-12-24 00:22:20,27.75,{},20.25,{},28.25,{}
1640315956496,2021-12-24 00:19:16,27.75,{},20.5,{},28.25,{}
1640315772949,2021-12-24 00:16:12,27.75,{},20.5,{},28.25,{}
1640315587174,2021-12-24 00:13:07,27.75,{},20.5,{},28.25,{}
1640315403418,2021-12-24 00:10:03,27.75,{},20.5,{},28.25,{}
1640315219990,2021-12-24 00:06:59,27.75,{},20.5,{},28.25,{}
1640315036368,2021-12-24 00:03:56,27.75,{},20.5,{},28.25,{}
1640314852674,2021-12-24 00:00:52,27.75,{},20.5,{},28.25,{}
1640314669016,2021-12-23 23:57:49,27.75,{},20.5,{},28.25,{}
1640314485384,2021-12-23 23:54:45,27.75,{},20.75,{},28.25,{}
1640314299293,2021-12-23 23:51:39,27.75,{},20.75,{},28.25,{}
1640314115729,2021-12-23 23:48:35,27.75,{},20.75,{},28.25,{}
1640313932176,2021-12-23 23:45:32,27.75,{},20.75,{},28.25,{}
1640313748611,2021-12-23 23:42:28,27.75,{},20.75,{},28.25,{}
1640313563920,2021-12-23 23:39:23,27.75,{},20.75,{},28.25,{}
1640313379273,2021-12-23 23:36:19,28.0,{},20.75,{},28.25,{}
1640313195830,2021-12-23 23:33:15,28.0,{},20.75,{},28.25,{}
1640313009985,2021-12-23 23:30:09,27.75,{},21.0,{},28.25,{}
1640312826415,2021-12-23 23:27:06,27.75,{},21.0,{},28.25,{}
1640312642820,2021-12-23 23:24:02,27.75,{},21.0,{},28.25,{}
1640312455923,2021-12-23 23:20:55,27.75,{},21.25,{},28.25,{}
1640312271858,2021-12-23 23:17:51,28.0,{},21.25,{},28.25,{}
1640312087674,2021-12-23 23:14:47,27.75,{},21.25,{},28.25,{}
1640311904090,2021-12-23 23:11:44,27.75,{},21.25,{},28.25,{}
1640311718006,2021-12-23 23:08:38,28.0,{},21.0,{},28.25,{}
1640311534491,2021-12-23 23:05:34,28.0,{},21.25,{},28.25,{}
1640311350494,2021-12-23 23:02:30,28.0,{},21.25,{},28.25,{}
1640311166856,2021-12-23 22:59:26,28.0,{},21.25,{},28.25,{}
1640310983244,2021-12-23 22:56:23,28.0,{},21.25,{},28.25,{}
1640310799714,2021-12-23 22:53:19,28.0,{},21.5,{},28.25,{}
1640310616310,2021-12-23 22:50:16,28.0,{},21.5,{},28.25,{}
1640310430708,2021-12-23 22:47:10,28.0,{},21.75,{},28.25,{}
1640310247195,2021-12-23 22:44:07,28.0,{},21.5,{},28.25,{}
1640310063768,2021-12-23 22:41:03,28.0,{},21.5,{},28.25,{}
1640309880143,2021-12-23 22:38:00,28.0,{},21.5,{},28.25,{}
1640309696537,2021-12-23 22:34:56,28.0,{},21.5,{},28.25,{}
1640309512895,2021-12-23 22:31:52,28.0,{},21.5,{},28.25,{}
1640309328781,2021-12-23 22:28:48,28.0,{},21.75,{},28.25,{}
1640309142441,2021-12-23 22:25:42,28.0,{},21.75,{},28.25,{}
1640308958745,2021-12-23 22:22:38,28.0,{},21.75,{},28.25,{}
1640308774022,2021-12-23 22:19:34,28.0,{},21.75,{},28.5,{}
1640308590325,2021-12-23 22:16:30,28.0,{},21.75,{},28.5,{}
1640308406602,2021-12-23 22:13:26,28.0,{},21.75,{},28.25,{}
1640308222961,2021-12-23 22:10:22,28.0,{},21.75,{},28.5,{}
1640308038948,2021-12-23 22:07:18,28.0,{},21.75,{},28.25,{}
1640307853226,2021-12-23 22:04:13,28.0,{},22.0,{},28.5,{}
1640307669675,2021-12-23 22:01:09,28.0,{},22.0,{},28.25,{}
1640307486177,2021-12-23 21:58:06,28.0,{},22.0,{},28.5,{}
1640307302660,2021-12-23 21:55:02,28.0,{},22.0,{},28.25,{}
1640307118994,2021-12-23 21:51:58,28.0,{},22.0,{},28.5,{}
1640306935508,2021-12-23 21:48:55,28.0,{},22.0,{},28.5,{}
1640306748881,2021-12-23 21:45:48,28.0,{},22.0,{},28.5,{}
1640306565318,2021-12-23 21:42:45,28.0,{},22.0,{},28.5,{}
1640306381786,2021-12-23 21:39:41,28.0,{},22.0,{},28.5,{}
1640306198219,2021-12-23 21:36:38,28.0,{},22.25,{},28.5,{}
1640306014659,2021-12-23 21:33:34,28.0,{},22.0,{},28.5,{}
1640305831045,2021-12-23 21:30:31,28.0,{},22.25,{},28.5,{}
1640305645248,2021-12-23 21:27:25,28.0,{},22.25,{},28.5,{}
1640305461817,2021-12-23 21:24:21,28.0,{},22.25,{},28.5,{}
1640305278211,2021-12-23 21:21:18,28.0,{},22.25,{},28.5,{}
